SM.C16.0,SM.C24.0,SM.C24.1,,       AUC: 0.681066
SM..OH..C24.1,SM.C16.0,SM.C20.2,,       AUC: 0.681066
SM..OH..C24.1,SM.C16.1,SM.C24.0,,       AUC: 0.681066
SM.C18.0,SM.C20.2,H1,,       AUC: 0.681066
SM..OH..C22.2,SM.C16.0,SM.C16.1,,       AUC: 0.681066
SM.C16.1,SM.C18.0,SM.C24.1,,       AUC: 0.681066
SM..OH..C22.2,SM.C18.1,SM.C24.1,,       AUC: 0.681066
SM.C18.0,SM.C20.2,SM.C24.1,,       AUC: 0.681066
SM..OH..C22.2,SM..OH..C24.1,SM.C18.0,,       AUC: 0.681066
SM..OH..C22.2,SM.C16.1,SM.C18.0,,       AUC: 0.681066
SM..OH..C22.2,SM.C16.0,SM.C18.1,,       AUC: 0.681066
SM.C16.0,SM.C18.1,SM.C24.0,,       AUC: 0.681066
SM..OH..C24.1,SM.C18.1,SM.C24.1,,       AUC: 0.681066
SM.C16.1,SM.C18.1,SM.C24.1,,       AUC: 0.681066
SM..OH..C24.1,SM.C20.2,SM.C24.1,,       AUC: 0.681066
SM.C18.0,SM.C24.0,SM.C24.1,,       AUC: 0.681066
SM.C24.0,SM.C24.1,H1,,       AUC: 0.681066
SM.C16.1,SM.C18.0,SM.C18.1,,       AUC: 0.681066
SM..OH..C24.1,SM.C16.1,SM.C20.2,,       AUC: 0.681066
SM..OH..C22.2,SM.C18.1,SM.C20.2,,       AUC: 0.681066
SM.C16.1,SM.C18.0,SM.C24.0,,       AUC: 0.681066
SM..OH..C22.2,SM.C16.1,SM.C24.1,,       AUC: 0.681066
SM..OH..C22.2,SM.C24.0,SM.C24.1,,       AUC: 0.681066
SM.C18.0,SM.C18.1,SM.C24.0,,       AUC: 0.681066
SM..OH..C22.2,SM..OH..C24.1,SM.C24.0,,       AUC: 0.681066
SM..OH..C24.1,SM.C16.0,SM.C18.0,,       AUC: 0.681066
SM..OH..C24.1,SM.C16.1,SM.C18.1,,       AUC: 0.681066
SM..OH..C24.1,SM.C18.0,SM.C20.2,,       AUC: 0.681066
SM.C16.0,SM.C18.1,SM.C20.2,,       AUC: 0.681066
SM.C16.1,SM.C18.1,SM.C20.2,,       AUC: 0.681066
SM..OH..C24.1,SM.C24.0,SM.C24.1,,       AUC: 0.681066
SM..OH..C24.1,SM.C16.1,H1,,       AUC: 0.681066
SM.C18.0,SM.C24.0,H1,,       AUC: 0.681066
