SM..OH..C24.1,SM.C16.1,SM.C20.2,H1,,       AUC: 0.816176
SM..OH..C24.1,SM.C16.1,SM.C24.1,H1,,       AUC: 0.816176
SM..OH..C22.2,SM..OH..C24.1,SM.C20.2,SM.C24.1,,       AUC: 0.815257
SM..OH..C24.1,SM.C16.1,SM.C18.1,SM.C20.2,,       AUC: 0.803309
SM..OH..C22.2,SM.C16.1,SM.C20.2,SM.C24.1,,       AUC: 0.801471
SM..OH..C24.1,SM.C20.2,SM.C24.1,H1,,       AUC: 0.800551
SM..OH..C24.1,SM.C16.0,SM.C16.1,SM.C20.2,,       AUC: 0.787684
SM..OH..C22.2,SM..OH..C24.1,SM.C16.1,SM.C18.1,,       AUC: 0.786765
SM..OH..C24.1,SM.C16.1,SM.C20.2,SM.C24.0,,       AUC: 0.786765
SM..OH..C24.1,SM.C16.1,SM.C20.2,SM.C24.1,,       AUC: 0.786765
SM.C16.1,SM.C20.2,SM.C24.1,H1,,       AUC: 0.786765
SM..OH..C22.2,SM..OH..C24.1,SM.C18.1,SM.C20.2,,       AUC: 0.785846
SM..OH..C24.1,SM.C16.0,SM.C20.2,H1,,       AUC: 0.785846
SM.C18.1,SM.C20.2,SM.C24.1,H1,,       AUC: 0.784007
SM..OH..C24.1,SM.C16.0,SM.C16.1,SM.C18.0,,       AUC: 0.772059
SM..OH..C22.2,SM..OH..C24.1,SM.C16.1,SM.C24.0,,       AUC: 0.772059
SM..OH..C24.1,SM.C16.1,SM.C18.0,SM.C24.1,,       AUC: 0.772059
SM..OH..C24.1,SM.C16.1,SM.C24.0,SM.C24.1,,       AUC: 0.772059
SM..OH..C24.1,SM.C16.0,SM.C16.1,H1,,       AUC: 0.772059
SM.C16.1,SM.C18.0,SM.C20.2,H1,,       AUC: 0.772059
SM..OH..C22.2,SM..OH..C24.1,SM.C16.1,SM.C24.1,,       AUC: 0.77114
SM..OH..C22.2,SM.C16.1,SM.C24.0,SM.C24.1,,       AUC: 0.77114
SM..OH..C22.2,SM..OH..C24.1,SM.C16.1,H1,,       AUC: 0.77114
SM.C16.0,SM.C16.1,SM.C24.1,H1,,       AUC: 0.77114
SM..OH..C22.2,SM..OH..C24.1,SM.C16.0,SM.C20.2,,       AUC: 0.770221
SM..OH..C22.2,SM..OH..C24.1,SM.C16.1,SM.C20.2,,       AUC: 0.770221
SM..OH..C22.2,SM.C16.0,SM.C16.1,SM.C24.1,,       AUC: 0.770221
SM..OH..C22.2,SM.C16.1,SM.C18.0,SM.C24.1,,       AUC: 0.770221
SM..OH..C22.2,SM..OH..C24.1,SM.C24.1,H1,,       AUC: 0.770221
SM..OH..C24.1,SM.C18.0,SM.C24.1,H1,,       AUC: 0.770221
SM.C16.1,SM.C18.1,SM.C24.1,H1,,       AUC: 0.770221
SM..OH..C22.2,SM.C16.1,SM.C18.1,SM.C24.1,,       AUC: 0.769301
SM..OH..C24.1,SM.C18.1,SM.C20.2,SM.C24.1,,       AUC: 0.769301
SM..OH..C22.2,SM..OH..C24.1,SM.C18.0,H1,,       AUC: 0.769301
SM..OH..C24.1,SM.C18.1,SM.C20.2,H1,,       AUC: 0.769301
SM..OH..C22.2,SM..OH..C24.1,SM.C16.0,SM.C16.1,,       AUC: 0.757353
SM..OH..C24.1,SM.C16.0,SM.C16.1,SM.C24.0,,       AUC: 0.757353
SM..OH..C22.2,SM..OH..C24.1,SM.C16.1,SM.C18.0,,       AUC: 0.756434
SM..OH..C22.2,SM.C18.1,SM.C20.2,SM.C24.1,,       AUC: 0.756434
SM..OH..C22.2,SM.C16.1,SM.C24.1,H1,,       AUC: 0.756434
SM.C16.0,SM.C16.1,SM.C20.2,SM.C24.0,,       AUC: 0.755515
SM..OH..C22.2,SM..OH..C24.1,SM.C18.1,SM.C24.1,,       AUC: 0.755515
SM.C16.0,SM.C16.1,SM.C20.2,SM.C24.1,,       AUC: 0.755515
SM..OH..C22.2,SM..OH..C24.1,SM.C24.0,SM.C24.1,,       AUC: 0.755515
SM.C16.1,SM.C18.1,SM.C24.0,SM.C24.1,,       AUC: 0.755515
SM.C16.0,SM.C16.1,SM.C20.2,H1,,       AUC: 0.755515
SM.C20.2,SM.C24.0,SM.C24.1,H1,,       AUC: 0.755515
SM..OH..C22.2,SM.C16.0,SM.C16.1,SM.C18.1,,       AUC: 0.754596
SM..OH..C24.1,SM.C16.0,SM.C20.2,SM.C24.1,,       AUC: 0.754596
SM.C16.0,SM.C16.1,SM.C24.0,SM.C24.1,,       AUC: 0.754596
SM..OH..C22.2,SM.C16.0,SM.C24.1,H1,,       AUC: 0.754596
SM..OH..C22.2,SM.C20.2,SM.C24.1,H1,,       AUC: 0.754596
SM.C16.0,SM.C20.2,SM.C24.1,H1,,       AUC: 0.754596
SM..OH..C24.1,SM.C16.1,SM.C18.0,H1,,       AUC: 0.742647
SM..OH..C24.1,SM.C16.1,SM.C18.0,SM.C20.2,,       AUC: 0.741728
SM..OH..C24.1,SM.C18.0,SM.C20.2,SM.C24.1,,       AUC: 0.741728
SM.C16.1,SM.C18.0,SM.C24.1,H1,,       AUC: 0.741728
SM..OH..C22.2,SM..OH..C24.1,SM.C18.0,SM.C20.2,,       AUC: 0.740809
SM..OH..C22.2,SM..OH..C24.1,SM.C18.1,SM.C24.0,,       AUC: 0.740809
SM..OH..C24.1,SM.C16.0,SM.C20.2,SM.C24.0,,       AUC: 0.740809
SM..OH..C22.2,SM.C16.1,SM.C20.2,SM.C24.0,,       AUC: 0.740809
SM..OH..C24.1,SM.C16.0,SM.C24.0,SM.C24.1,,       AUC: 0.740809
SM.C16.1,SM.C18.0,SM.C24.0,SM.C24.1,,       AUC: 0.740809
SM..OH..C22.2,SM.C20.2,SM.C24.0,SM.C24.1,,       AUC: 0.740809
SM..OH..C24.1,SM.C20.2,SM.C24.0,SM.C24.1,,       AUC: 0.740809
SM..OH..C24.1,SM.C18.0,SM.C20.2,H1,,       AUC: 0.740809
SM.C16.1,SM.C18.1,SM.C20.2,H1,,       AUC: 0.740809
SM.C18.1,SM.C24.0,SM.C24.1,H1,,       AUC: 0.740809
SM.C16.0,SM.C16.1,SM.C18.0,SM.C24.1,,       AUC: 0.73989
SM..OH..C24.1,SM.C16.1,SM.C18.1,SM.C24.1,,       AUC: 0.73989
SM..OH..C22.2,SM.C16.0,SM.C20.2,SM.C24.1,,       AUC: 0.73989
SM..OH..C22.2,SM.C16.0,SM.C24.0,SM.C24.1,,       AUC: 0.73989
SM..OH..C22.2,SM.C18.1,SM.C24.0,SM.C24.1,,       AUC: 0.73989
SM.C16.0,SM.C16.1,SM.C18.0,H1,,       AUC: 0.73989
SM..OH..C24.1,SM.C18.0,SM.C18.1,H1,,       AUC: 0.73989
SM..OH..C22.2,SM..OH..C24.1,SM.C20.2,H1,,       AUC: 0.73989
SM..OH..C24.1,SM.C24.0,SM.C24.1,H1,,       AUC: 0.73989
SM.C16.1,SM.C18.1,SM.C20.2,SM.C24.1,,       AUC: 0.738971
SM.C16.1,SM.C20.2,SM.C24.0,SM.C24.1,,       AUC: 0.738971
SM.C16.0,SM.C18.0,SM.C20.2,H1,,       AUC: 0.738971
SM..OH..C24.1,SM.C20.2,SM.C24.0,H1,,       AUC: 0.738971
SM.C16.0,SM.C24.0,SM.C24.1,H1,,       AUC: 0.738971
SM.C16.1,SM.C20.2,SM.C24.0,H1,,       AUC: 0.727941
SM..OH..C22.2,SM.C16.1,SM.C18.0,SM.C20.2,,       AUC: 0.727022
