SM.C16.1,SM.C18.0,SM.C24.0,,       AUC: 0.770221
PC.ae.C44.6,SM..OH..C22.2,SM.C24.0,,       AUC: 0.755515
SM..OH..C22.1,SM..OH..C24.1,SM.C16.1,,       AUC: 0.754596
PC.ae.C42.4,PC.ae.C44.6,SM.C24.0,,       AUC: 0.754596
SM..OH..C24.1,SM.C24.0,H1,,       AUC: 0.754596
SM..OH..C14.1,SM..OH..C16.1,SM..OH..C22.1,,       AUC: 0.740809
SM.C16.1,SM.C20.2,H1,,       AUC: 0.740809
PC.ae.C44.6,SM..OH..C16.1,SM.C18.0,,       AUC: 0.73989
SM..OH..C16.1,SM..OH..C24.1,SM.C18.0,,       AUC: 0.73989
PC.ae.C42.4,PC.ae.C44.6,SM.C18.1,,       AUC: 0.73989
PC.ae.C42.4,SM.C16.1,SM.C18.1,,       AUC: 0.73989
SM..OH..C16.1,SM..OH..C22.1,SM.C20.2,,       AUC: 0.73989
SM..OH..C16.1,SM..OH..C22.2,SM.C20.2,,       AUC: 0.73989
PC.ae.C44.6,SM.C18.0,SM.C24.0,,       AUC: 0.73989
SM.C16.0,SM.C16.1,SM.C24.1,,       AUC: 0.73989
PC.ae.C42.4,SM..OH..C14.1,H1,,       AUC: 0.73989
PC.ae.C42.4,SM..OH..C22.1,H1,,       AUC: 0.73989
SM..OH..C14.1,SM..OH..C22.1,H1,,       AUC: 0.73989
SM.C20.2,SM.C24.0,H1,,       AUC: 0.73989
PC.ae.C42.4,SM..OH..C16.1,SM.C16.0,,       AUC: 0.738971
PC.ae.C44.6,SM.C16.0,SM.C16.1,,       AUC: 0.738971
SM.C16.0,SM.C18.0,SM.C20.2,,       AUC: 0.738971
PC.ae.C42.4,SM..OH..C22.2,SM.C24.1,,       AUC: 0.738971
PC.ae.C44.6,SM..OH..C24.1,SM.C24.1,,       AUC: 0.738971
PC.ae.C42.4,SM..OH..C22.1,SM..OH..C24.1,,       AUC: 0.725184
SM..OH..C22.1,SM..OH..C22.2,SM.C16.1,,       AUC: 0.725184
SM..OH..C16.1,SM..OH..C22.1,SM.C18.1,,       AUC: 0.725184
SM.C16.0,SM.C18.0,SM.C18.1,,       AUC: 0.725184
SM..OH..C14.1,SM.C16.1,SM.C20.2,,       AUC: 0.725184
SM..OH..C16.1,SM.C20.2,SM.C24.0,,       AUC: 0.725184
SM..OH..C24.1,SM.C20.2,SM.C24.0,,       AUC: 0.725184
SM.C16.0,SM.C24.0,SM.C24.1,,       AUC: 0.725184
SM..OH..C14.1,SM..OH..C24.1,H1,,       AUC: 0.725184
SM..OH..C16.1,SM..OH..C24.1,H1,,       AUC: 0.725184
SM..OH..C24.1,SM.C18.1,H1,,       AUC: 0.725184
PC.ae.C42.4,SM..OH..C16.1,SM..OH..C22.2,,       AUC: 0.724265
SM..OH..C16.1,SM..OH..C22.1,SM..OH..C24.1,,       AUC: 0.724265
PC.ae.C44.6,SM..OH..C22.2,SM.C16.1,,       AUC: 0.724265
SM..OH..C16.1,SM..OH..C22.2,SM.C16.1,,       AUC: 0.724265
SM..OH..C14.1,SM..OH..C16.1,SM.C18.0,,       AUC: 0.724265
PC.ae.C44.6,SM..OH..C22.2,SM.C18.0,,       AUC: 0.724265
SM..OH..C16.1,SM..OH..C24.1,SM.C18.1,,       AUC: 0.724265
PC.ae.C44.6,SM.C16.0,SM.C18.1,,       AUC: 0.724265
SM..OH..C16.1,SM.C16.0,SM.C18.1,,       AUC: 0.724265
SM..OH..C22.1,SM.C16.0,SM.C18.1,,       AUC: 0.724265
SM..OH..C14.1,SM.C16.1,SM.C18.1,,       AUC: 0.724265
SM..OH..C22.1,SM.C16.1,SM.C18.1,,       AUC: 0.724265
PC.ae.C42.4,SM.C18.0,SM.C18.1,,       AUC: 0.724265
SM..OH..C24.1,SM.C18.0,SM.C18.1,,       AUC: 0.724265
SM..OH..C14.1,SM..OH..C22.1,SM.C20.2,,       AUC: 0.724265
SM..OH..C22.1,SM..OH..C22.2,SM.C20.2,,       AUC: 0.724265
SM..OH..C22.1,SM.C16.0,SM.C20.2,,       AUC: 0.724265
PC.ae.C44.6,SM.C18.0,SM.C20.2,,       AUC: 0.724265
SM..OH..C22.2,SM.C18.0,SM.C20.2,,       AUC: 0.724265
PC.ae.C44.6,SM.C18.1,SM.C20.2,,       AUC: 0.724265
SM..OH..C22.1,SM..OH..C22.2,SM.C24.0,,       AUC: 0.724265
SM..OH..C16.1,SM..OH..C24.1,SM.C24.0,,       AUC: 0.724265
PC.ae.C44.6,SM.C16.0,SM.C24.0,,       AUC: 0.724265
PC.ae.C44.6,SM.C18.1,SM.C24.0,,       AUC: 0.724265
PC.ae.C42.4,SM..OH..C24.1,SM.C24.1,,       AUC: 0.724265
SM..OH..C16.1,SM..OH..C24.1,SM.C24.1,,       AUC: 0.724265
SM..OH..C22.1,SM.C16.0,SM.C24.1,,       AUC: 0.724265
